input,target
jom tam,᱈ᱚᱢ ᱢᱟᱢ
jom tam,जोम तम
᱈ᱚᱢ ᱢᱟᱢ,eat it
sesen,Walking
सेसन,ᱥᱮᱥᱮᱱ
sesen,ᱥᱮᱥᱮᱱ
sesen,सेसन
ᱥᱮᱥᱮᱱ,Walking
hiju,come
हिजु,ᱦᱤᱶᱩ
hiju,ᱦᱤᱶᱩ
hiju,हिजु
ᱦᱤᱶᱩ,come
pente,pant
पेंटे,ᱯᱮᱱᱴᱮ
pente,ᱯᱮᱱᱴᱮ
pente,पेंटे
ᱯᱮᱱᱴᱮ,pant
okon hora te seno tanam, Which way are you going?
ओकॉन होरा ते सेनो तनम,ᱚᱠᱚᱱ ᱦᱚᱨᱟ ᱴᱮ ᱥᱮᱱᱚ ᱴᱟᱱᱟᱢ
okon hora te seno tanam,ᱚᱠᱚᱱ ᱦᱚᱨᱟ ᱴᱮ ᱥᱮᱱᱚ ᱴᱟᱱᱟᱢ
okon hora te seno tanam,ओकॉन होरा ते सेनो तनम
ᱚᱠᱚᱱ ᱦᱚᱨᱟ ᱴᱮ ᱥᱮᱱᱚ ᱴᱟᱱᱟᱢ, Which way are you going?
odong,To go out / Exit
ओडोंग,ᱳᱰᱚᱝ
odong,ᱳᱰᱚᱝ
odong,ओडोंग
ᱳᱰᱚᱝ,To go out / Exit
sitru,Dirty
सित्रु,ᱥᱤᱴᱽᱨᱩ
sitru,ᱥᱤᱴᱽᱨᱩ
sitru,सित्रु
ᱥᱤᱴᱽᱨᱩ,Dirty
phereg,Fill / Overflow
फेरेग,ᱯᱷᱮᱨᱮᱜ
phereg,ᱯᱷᱮᱨᱮᱜ
phereg,फेरेग
ᱯᱷᱮᱨᱮᱜ,Fill / Overflow
Dela chai nute senoyabu,Let's go for a cup of tea
देला चाई नुते सेनोयाबु,ᱞᱮᱞᱟ ᱪᱟᱭ ᱨᱩᱴᱮ ᱨᱩᱛᱟ ᱨᱮᱦᱮᱹ ᱯᱟᱞᱟ ᱥᱮᱱᱚᱭᱟ᱃ᱩ
Dela chai nute senoyabu,ᱞᱮᱞᱟ ᱪᱟᱭ ᱨᱩᱴᱮ ᱨᱩᱛᱟ ᱨᱮᱦᱮᱹ ᱯᱟᱞᱟ ᱥᱮᱱᱚᱭᱟ᱃ᱩ
Dela chai nute senoyabu,देला चाई नुते सेनोयाबु
ᱞᱮᱞᱟ ᱪᱟᱭ ᱨᱩᱴᱮ ᱨᱩᱛᱟ ᱨᱮᱦᱮᱹ ᱯᱟᱞᱟ ᱥᱮᱱᱚᱭᱟ᱃ᱩ,Let's go for a cup of tea
atkar,Feel
अटकर,ᱟᱴᱩᱨ
atkar,ᱟᱴᱩᱨ
atkar,अटकर
ᱟᱴᱩᱨ,Feel
Jutik,touch 
जुटिक,ᱡᱩᱴᱤᱠ
Jutik,ᱡᱩᱴᱤᱠ
Jutik,जुटिक
ᱡᱩᱴᱤᱠ,touch 
biyur,Wandering
बियुर,ᱵᱤᱭᱩᱨ
biyur,ᱵᱤᱭᱩᱨ
biyur,बियुर
ᱵᱤᱭᱩᱨ,Wandering
hade me,cut it
हदे मे,ᱦᱟᱫᱮ ᱢᱮ
hade me,ᱦᱟᱫᱮ ᱢᱮ
hade me,हदे मे
ᱦᱟᱫᱮ ᱢᱮ,cut it
chimin maza nelo tanam,How good you are looking
चिमिन मज़ा नेलो तनम,ᱪᱤᱢᱤᱱ ᱢᱟᱡᱟ ᱱᱮᱞᱚ ᱴᱟᱱᱟᱢ
chimin maza nelo tanam,ᱪᱤᱢᱤᱱ ᱢᱟᱡᱟ ᱱᱮᱞᱚ ᱴᱟᱱᱟᱢ
chimin maza nelo tanam,चिमिन मज़ा नेलो तनम
ᱪᱤᱢᱤᱱ ᱢᱟᱡᱟ ᱱᱮᱞᱚ ᱴᱟᱱᱟᱢ,How good you are looking
seter,Reach
सेटर,ᱥᱮᱴᱮᱨ
seter,ᱥᱮᱴᱮᱨ
seter,सेटर
ᱥᱮᱴᱮᱨ,Reach
gota nida,Whole night
गोटा निदा,ᱜᱚᱴᱟ ᱱᱤᱰᱟ
gota nida,ᱜᱚᱴᱟ ᱱᱤᱰᱟ
gota nida,गोटा निदा
ᱜᱚᱴᱟ ᱱᱤᱰᱟ,Whole night
nam keda?,Got it? / Found it?
नाम केदा?,ᱱᱟᱢ ᱠᱮᱫᱟ?
nam keda?,ᱱᱟᱢ ᱠᱮᱫᱟ?
nam keda?,नाम केदा?
ᱱᱟᱢ ᱠᱮᱫᱟ?,Got it? / Found it?
nam,found
नाम,ᱱᱟᱢ
nam,ᱱᱟᱢ
nam,नाम
ᱱᱟᱢ,found
chaba,Finished / Ended
छाबा,ᱪᱷᱟᱵᱟ
chaba,ᱪᱷᱟᱵᱟ
chaba,छाबा
ᱪᱷᱟᱵᱟ,Finished / Ended
mandi do chaba jana?,Has the food finished?
मंड़ी दो छाबा जाना?,ᱢᱟᱱᱤ ᱩ ᱪᱷᱟᱵᱟ ᱡᱟᱱᱟ?
mandi do chaba jana?,ᱢᱟᱱᱤ ᱩ ᱪᱷᱟᱵᱟ ᱡᱟᱱᱟ?
mandi do chaba jana?,मंड़ी दो छाबा जाना?
ᱢᱟᱱᱤ ᱩ ᱪᱷᱟᱵᱟ ᱡᱟᱱᱟ?,Has the food finished?
aaing mandi bai tanaing,I am cooking food
आईं मंड़ी बाई तानाइं,ᱟᱟᱷᱤᱝ ᱢᱟᱱᱤ ᱞᱟᱭ ᱴᱟᱱᱟᱝᱤ
aaing mandi bai tanaing,ᱟᱟᱷᱤᱝ ᱢᱟᱱᱤ ᱞᱟᱭ ᱴᱟᱱᱟᱝᱤ
aaing mandi bai tanaing,आईं मंड़ी बाई तानाइं
ᱟᱟᱷᱤᱝ ᱢᱟᱱᱤ ᱞᱟᱭ ᱴᱟᱱᱟᱝᱤ,I am cooking food
ocho,Don't do it
ओचो,ᱚᱪᱚ
ocho,ᱚᱪᱚ
ocho,ओचो
ᱚᱪᱚ,Don't do it
